district,district_code,urban_rural,age,gender,marital_status,relationship_to_head,household_size,household_type,literacy_status,education_level,labour_force_status,employment_status,individual_income,consumption_expenditure,social_group,training_split,survey_weight,normalized_reference_weight,calibrated_reference_weight_gender_ur
Sivaganga,21,Rural,11,Male,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11242.0,Other Backward Class,validation,296691,0.11713328396183437,0.11750634438761104
Sivaganga,21,Rural,6,Male,1,5,4,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,12425.0,Other Backward Class,holdout,600237,0.2369729144645425,0.23772765481995237
Sivaganga,21,Rural,4,Male,1,5,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,12425.0,Other Backward Class,train,600237,0.2369729144645425,0.23772765481995237
Sivaganga,21,Rural,4,Male,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15307.0,Other Backward Class,train,600237,0.2369729144645425,0.23772765481995237
Sivaganga,21,Rural,7,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16953.0,Scheduled Caste,train,184056,0.07266510852327636,0.07289654125877137
Sivaganga,21,Rural,6,Male,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,16953.0,Scheduled Caste,validation,184056,0.07266510852327636,0.07289654125877137
Sivaganga,21,Rural,12,Male,1,6,6,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,9275.0,Other Backward Class,train,5318568,2.099764859110406,2.1064524473507036
Sivaganga,21,Rural,10,Male,1,6,6,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,9275.0,Other Backward Class,train,5318568,2.099764859110406,2.1064524473507036
Sivaganga,21,Rural,13,Male,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,16403.0,Other Backward Class,train,822357,0.32466564876926574,0.32569968368289787
Sivaganga,21,Rural,9,Male,1,6,7,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17092.0,Other Backward Class,holdout,905109,0.3573360483243912,0.35847413592702926
Sivaganga,21,Rural,6,Male,1,6,7,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17092.0,Other Backward Class,train,905109,0.3573360483243912,0.35847413592702926
Sivaganga,21,Rural,14,Male,1,5,6,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,15717.0,Other Backward Class,train,905109,0.3573360483243912,0.35847413592702926
Sivaganga,21,Rural,12,Male,1,5,6,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,15717.0,Other Backward Class,holdout,905109,0.3573360483243912,0.35847413592702926
Sivaganga,21,Rural,7,Male,1,5,3,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10288.0,Scheduled Caste,train,2585025,1.0205650571585956,1.0238154777212123
Sivaganga,21,Rural,8,Male,1,6,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10015.0,Other Backward Class,train,916669,0.36189992374561664,0.3630525469375445
Sivaganga,21,Rural,13,Male,1,6,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,11021.0,Other Backward Class,train,916669,0.36189992374561664,0.3630525469375445
Sivaganga,21,Rural,13,Male,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13200.0,Other Backward Class,train,3514231,1.3874145748623354,1.3918333826897975
Sivaganga,21,Rural,11,Male,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,13200.0,Other Backward Class,holdout,3514231,1.3874145748623354,1.3918333826897975
Sivaganga,21,Rural,6,Male,1,5,6,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,18467.0,Other Backward Class,train,444220,0.17537757263120912,0.17593613659957524
Sivaganga,21,Rural,62,Female,3,1,1,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8475.0,Scheduled Caste,validation,3997523,1.578217730578157,1.4599636870805592
Sivaganga,21,Rural,60,Female,2,2,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,7883.0,Other Backward Class,train,543108,0.2144184474282804,0.19835231921441063
Sivaganga,21,Rural,78,Female,2,2,2,Others,Literate,Primary,Not in labour force,Not in labour force,0.0,5610.0,Other Backward Class,train,6722652,2.654095694485487,2.4552273497562105
Sivaganga,21,Rural,72,Female,3,7,6,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,14412.0,Other Backward Class,train,533544,0.21064259063514887,0.19485938303787367
Sivaganga,21,Rural,61,Female,2,7,7,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,10013.0,Other Backward Class,train,8844993,3.491993611904093,3.230342537736928
Sivaganga,21,Rural,61,Female,3,1,4,Casual labour in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,10828.0,Scheduled Caste,train,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,68,Female,3,1,6,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,train,7294768,2.8799664687493136,2.6641738860982858
Sivaganga,21,Rural,65,Female,2,2,6,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,11750.0,Other Backward Class,train,1566671,0.6185200060594053,0.5721750117765894
Sivaganga,21,Rural,63,Female,3,1,5,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,15620.0,Other Backward Class,holdout,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,65,Female,2,2,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,21180.0,Other Backward Class,train,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,64,Female,3,1,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,7688.0,Other Backward Class,train,296691,0.11713328396183437,0.1083566214087119
Sivaganga,21,Rural,65,Female,3,7,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,11933.0,Other Backward Class,holdout,2052130,0.8101786910172508,0.7494729314049295
Sivaganga,21,Rural,62,Female,3,7,5,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,15307.0,Other Backward Class,holdout,600237,0.2369729144645425,0.2192168059176079
Sivaganga,21,Rural,65,Female,2,2,2,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7228.0,Other Backward Class,validation,8414001,3.3218384392791096,3.072936896938307
Sivaganga,21,Rural,60,Female,3,1,6,Casual labour in non-agriculture,Literate,Below Primary,Employed,Employed,0.0,9275.0,Other Backward Class,train,5318568,2.099764859110406,1.9424318877636664
Sivaganga,21,Rural,80,Female,3,7,6,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,9275.0,Other Backward Class,train,5318568,2.099764859110406,1.9424318877636664
Sivaganga,21,Rural,65,Female,3,1,3,Self-employed in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,10217.0,Other Backward Class,holdout,232045,0.09161111350504011,0.08474679789674966
Sivaganga,21,Rural,73,Female,2,2,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,9008.0,Other Backward Class,train,232045,0.09161111350504011,0.08474679789674966
Sivaganga,21,Rural,65,Female,3,7,6,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15717.0,Other Backward Class,train,905109,0.3573360483243912,0.33056126827783056
Sivaganga,21,Rural,69,Female,3,7,3,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8517.0,Scheduled Caste,holdout,5274679,2.0824375296673123,1.9264028752320868
Sivaganga,21,Rural,68,Female,3,1,1,Others,Literate,Below Primary,Not in labour force,Not in labour force,0.0,5933.0,Other Backward Class,train,2585025,1.0205650571585956,0.9440952885562941
Sivaganga,21,Rural,65,Female,3,1,3,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7516.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,65,Female,3,1,2,Self-employed in agriculture,Illiterate,Not literate,Employed,Employed,0.0,7292.0,Scheduled Caste,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,25,Female,2,4,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class,validation,5793272,2.287177481771082,2.1158018976702735
Sivaganga,21,Rural,38,Female,2,2,4,Regular wage/salary earning,Illiterate,Not literate,Employed,Employed,0.0,13300.0,Scheduled Caste,holdout,322653,0.12738305331182187,0.11783838730323845
Sivaganga,21,Rural,33,Female,2,2,5,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,17516.0,Other Backward Class,train,1130742,0.44641571120651624,0.4129662942419207
Sivaganga,21,Rural,30,Female,2,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10350.0,Other Backward Class,train,1077457,0.4253788511874852,0.3935057020036553
Sivaganga,21,Rural,39,Female,3,1,4,Casual labour in non-agriculture,Illiterate,Not literate,Employed,Employed,0.0,8992.0,Other Backward Class,train,1641704,0.6481429528138006,0.5995783451239436
Sivaganga,21,Rural,38,Female,2,2,6,Casual labour in agriculture,Literate,Primary,Employed,Employed,0.0,14412.0,Other Backward Class,train,533544,0.21064259063514887,0.19485938303787367
Sivaganga,21,Rural,32,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,17480.0,Other Backward Class,train,2261263,0.8927441718535091,0.8258518755086204
Sivaganga,21,Rural,39,Female,2,2,4,Self-employed in agriculture,Literate,Below Primary,Employed,Employed,0.0,16782.0,Other Backward Class,train,2261263,0.8927441718535091,0.8258518755086204
Sivaganga,21,Rural,28,Female,2,2,5,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,15570.0,Other Backward Class,train,189775,0.07492296350026498,0.06930907182165384
Sivaganga,21,Rural,42,Female,2,2,3,Regular wage/salary earning,Literate,Primary,Employed,Employed,0.0,10785.0,Other Backward Class,train,189775,0.07492296350026498,0.06930907182165384
Sivaganga,21,Rural,32,Female,2,2,7,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,7000.0,10013.0,Other Backward Class,train,8844993,3.491993611904093,3.230342537736928
Sivaganga,21,Rural,44,Female,3,1,1,Casual labour in agriculture,Literate,Middle,Employed,Employed,0.0,4292.0,Other Backward Class,validation,1668096,0.6585624856958926,0.609217154363923
Sivaganga,21,Rural,32,Female,2,4,5,Casual labour in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10008.0,Other Backward Class,validation,1244525,0.49133711579590184,0.45452178953415223
Sivaganga,21,Rural,41,Female,2,2,3,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,9427.0,Other Backward Class,train,2412885,0.9526043724691707,0.8812268199836187
Sivaganga,21,Rural,44,Female,2,2,3,Self-employed in agriculture,Literate,Primary,Employed,Employed,0.0,9750.0,Other Backward Class,train,2412885,0.9526043724691707,0.8812268199836187
Sivaganga,21,Rural,43,Female,2,1,2,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,8450.0,Scheduled Caste,validation,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,26,Female,2,1,2,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,8950.0,Other Backward Class,train,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,26,Female,2,4,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,10828.0,Scheduled Caste,validation,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,36,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Employed,Employed,0.0,13864.0,Other Backward Class,train,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,41,Female,2,3,6,Others,Literate,Secondary,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,validation,7294768,2.8799664687493136,2.6641738860982858
Sivaganga,21,Rural,29,Female,2,4,6,Others,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,train,7294768,2.8799664687493136,2.6641738860982858
Sivaganga,21,Rural,32,Female,2,4,6,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,11750.0,Other Backward Class,validation,1566671,0.6185200060594053,0.5721750117765894
Sivaganga,21,Rural,34,Female,2,2,2,Self-employed in agriculture,Literate,Diploma/Certificate,Employed,Employed,0.0,7354.0,Scheduled Caste,train,1566671,0.6185200060594053,0.5721750117765894
Sivaganga,21,Rural,27,Female,2,2,4,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,train,5111609,2.0180576711085547,1.8668469255972187
Sivaganga,21,Rural,31,Female,2,2,4,Casual labour in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,8604.0,Other Backward Class,validation,2106644,0.831700758898971,0.7693823754375241
Sivaganga,21,Rural,37,Female,2,2,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7675.0,Scheduled Caste,train,2106644,0.831700758898971,0.7693823754375241
Sivaganga,21,Rural,35,Female,2,4,5,Casual labour in non-agriculture,Literate,Higher Secondary,Employed,Employed,0.0,15620.0,Other Backward Class,holdout,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,40,Female,2,4,6,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,21180.0,Other Backward Class,train,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,32,Female,2,2,4,Self-employed in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11242.0,Other Backward Class,train,296691,0.11713328396183437,0.1083566214087119
Sivaganga,21,Rural,38,Female,2,4,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7688.0,Other Backward Class,holdout,296691,0.11713328396183437,0.1083566214087119
Sivaganga,21,Rural,37,Female,2,2,3,Regular wage/salary earning,Literate,Secondary,Employed,Employed,15000.0,7475.0,Other Backward Class,train,5167193,2.0400021738259766,1.8871471519080332
Sivaganga,21,Rural,27,Female,2,2,4,Casual labour in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,12425.0,Other Backward Class,validation,600237,0.2369729144645425,0.2192168059176079
Sivaganga,21,Rural,25,Female,2,2,5,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,15307.0,Other Backward Class,train,600237,0.2369729144645425,0.2192168059176079
Sivaganga,21,Rural,30,Female,2,2,5,Regular wage/salary earning,Literate,Higher Secondary,Employed,Employed,0.0,16953.0,Scheduled Caste,validation,184056,0.07266510852327636,0.06722039532713119
Sivaganga,21,Rural,34,Female,2,4,6,Casual labour in non-agriculture,Literate,Secondary,Employed,Employed,0.0,9275.0,Other Backward Class,train,5318568,2.099764859110406,1.9424318877636664
Sivaganga,21,Rural,35,Female,2,2,4,Regular wage/salary earning,Literate,Middle,Employed,Employed,0.0,16403.0,Other Backward Class,holdout,822357,0.32466564876926574,0.3003388242710567
Sivaganga,21,Rural,39,Female,2,4,3,Self-employed in non-agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,10217.0,Other Backward Class,train,232045,0.09161111350504011,0.08474679789674966
Sivaganga,21,Rural,37,Female,2,4,3,Self-employed in agriculture,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,9008.0,Other Backward Class,train,232045,0.09161111350504011,0.08474679789674966
Sivaganga,21,Rural,35,Female,2,4,7,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,17092.0,Other Backward Class,holdout,905109,0.3573360483243912,0.33056126827783056
Sivaganga,21,Rural,31,Female,2,4,7,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,17092.0,Other Backward Class,train,905109,0.3573360483243912,0.33056126827783056
Sivaganga,21,Rural,40,Female,2,2,6,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,15717.0,Other Backward Class,train,905109,0.3573360483243912,0.33056126827783056
Sivaganga,21,Rural,28,Female,2,2,3,Casual labour in non-agriculture,Literate,Middle,Employed,Employed,0.0,10288.0,Scheduled Caste,holdout,2585025,1.0205650571585956,0.9440952885562941
Sivaganga,21,Rural,39,Female,2,2,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,12429.0,Other Backward Class,train,2861794,1.1298331571981415,1.0451760552484681
Sivaganga,21,Rural,35,Female,3,4,3,Self-employed in agriculture,Literate,Higher Secondary,Employed,Employed,0.0,7516.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,34,Female,1,5,2,Self-employed in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7292.0,Scheduled Caste,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,39,Female,2,4,4,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,10015.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,36,Female,2,4,4,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,11021.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,36,Female,2,2,5,Self-employed in agriculture,Literate,Secondary,Employed,Employed,0.0,13200.0,Other Backward Class,train,3514231,1.3874145748623354,1.283457192869885
Sivaganga,21,Rural,37,Female,2,2,5,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,7675.0,Other Backward Class,validation,1544872,0.6099137845795356,0.5642136445962957
Sivaganga,21,Rural,41,Female,2,2,3,Self-employed in agriculture,Literate,Middle,Employed,Employed,0.0,9422.0,Other Backward Class,train,718305,0.2835860323912941,0.262337256408131
Sivaganga,21,Rural,35,Female,2,2,6,Regular wage/salary earning,Literate,Diploma/Certificate,Not in labour force,Not in labour force,0.0,18467.0,Other Backward Class,train,444220,0.17537757263120912,0.1622367323652487
Sivaganga,21,Rural,35,Female,2,1,4,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10300.0,Scheduled Caste,train,2539052,1.0024149667831632,0.9273051636248918
Sivaganga,21,Rural,1,Female,1,6,4,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,7842.0,Other Backward Class,train,5793272,2.287177481771082,2.1158018976702735
Sivaganga,21,Rural,12,Female,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,13300.0,Scheduled Caste,train,322653,0.12738305331182187,0.11783838730323845
Sivaganga,21,Rural,6,Female,1,5,5,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17516.0,Other Backward Class,train,1130742,0.44641571120651624,0.4129662942419207
Sivaganga,21,Rural,4,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,17516.0,Other Backward Class,holdout,1130742,0.44641571120651624,0.4129662942419207
Sivaganga,21,Rural,6,Female,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10350.0,Other Backward Class,train,1077457,0.4253788511874852,0.3935057020036553
Sivaganga,21,Rural,9,Female,1,5,4,Regular wage/salary earning,Literate,Below Primary,Not in labour force,Not in labour force,0.0,17480.0,Other Backward Class,holdout,2261263,0.8927441718535091,0.8258518755086204
Sivaganga,21,Rural,8,Female,1,5,5,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15570.0,Other Backward Class,holdout,189775,0.07492296350026498,0.06930907182165384
Sivaganga,21,Rural,6,Female,1,5,5,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,15570.0,Other Backward Class,holdout,189775,0.07492296350026498,0.06930907182165384
Sivaganga,21,Rural,10,Female,1,5,7,Casual labour in non-agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,10013.0,Other Backward Class,train,8844993,3.491993611904093,3.230342537736928
Sivaganga,21,Rural,7,Female,1,5,7,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10013.0,Other Backward Class,train,8844993,3.491993611904093,3.230342537736928
Sivaganga,21,Rural,0,Female,1,6,5,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,10008.0,Other Backward Class,train,1244525,0.49133711579590184,0.45452178953415223
Sivaganga,21,Rural,10,Female,1,5,2,Casual labour in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,8450.0,Scheduled Caste,train,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,5,Female,1,6,6,Others,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,train,7294768,2.8799664687493136,2.6641738860982858
Sivaganga,21,Rural,6,Female,1,6,6,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11750.0,Other Backward Class,train,1566671,0.6185200060594053,0.5721750117765894
Sivaganga,21,Rural,3,Female,1,5,4,Self-employed in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8725.0,Other Backward Class,validation,5111609,2.0180576711085547,1.8668469255972187
Sivaganga,21,Rural,2,Female,1,5,4,Casual labour in agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,8604.0,Other Backward Class,holdout,2106644,0.831700758898971,0.7693823754375241
Sivaganga,21,Rural,13,Female,1,5,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7675.0,Scheduled Caste,train,2106644,0.831700758898971,0.7693823754375241
Sivaganga,21,Rural,4,Female,1,6,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15620.0,Other Backward Class,train,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,2,Female,1,6,5,Casual labour in non-agriculture,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15620.0,Other Backward Class,train,1776880,0.7015102905248365,0.6489469294609947
Sivaganga,21,Rural,8,Female,1,5,4,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,11242.0,Other Backward Class,train,296691,0.11713328396183437,0.1083566214087119
Sivaganga,21,Rural,12,Female,1,5,3,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,7475.0,Other Backward Class,validation,5167193,2.0400021738259766,1.8871471519080332
Sivaganga,21,Rural,2,Female,1,5,4,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,11933.0,Other Backward Class,holdout,2052130,0.8101786910172508,0.7494729314049295
Sivaganga,21,Rural,2,Female,1,5,5,Regular wage/salary earning,Illiterate,Not literate,Not in labour force,Not in labour force,0.0,15307.0,Other Backward Class,train,600237,0.2369729144645425,0.2192168059176079
Sivaganga,21,Rural,10,Female,1,5,4,Regular wage/salary earning,Literate,Primary,Not in labour force,Not in labour force,0.0,16403.0,Other Backward Class,train,822357,0.32466564876926574,0.3003388242710567
Sivaganga,21,Rural,12,Female,1,6,3,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7516.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,10,Female,1,6,4,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,10015.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,13,Female,1,5,6,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,18467.0,Other Backward Class,train,444220,0.17537757263120912,0.1622367323652487
Sivaganga,21,Rural,11,Female,1,5,5,Self-employed in agriculture,Literate,Primary,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,train,273617,0.10802369386932949,0.09992960244829646
Sivaganga,21,Rural,8,Female,1,5,5,Self-employed in agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,19033.0,Other Backward Class,train,273617,0.10802369386932949,0.09992960244829646
Sivaganga,21,Rural,7,Female,1,6,10,Self-employed in non-agriculture,Literate,Below Primary,Not in labour force,Not in labour force,0.0,19142.0,Scheduled Caste,train,2319468,0.9157234425189441,0.8471093357925322
Sivaganga,21,Rural,22,Female,2,4,4,Casual labour in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,7883.0,Other Backward Class,holdout,543108,0.2144184474282804,0.19835231921441063
Sivaganga,21,Rural,17,Female,1,5,6,Casual labour in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14412.0,Other Backward Class,holdout,533544,0.21064259063514887,0.19485938303787367
Sivaganga,21,Rural,16,Female,1,5,6,Casual labour in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,14412.0,Other Backward Class,train,533544,0.21064259063514887,0.19485938303787367
Sivaganga,21,Rural,18,Female,1,5,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,16782.0,Other Backward Class,train,2261263,0.8927441718535091,0.8258518755086204
Sivaganga,21,Rural,23,Female,2,2,3,Casual labour in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,14967.0,Other Backward Class,holdout,532338,0.21016646314743279,0.19441893123644086
Sivaganga,21,Rural,18,Female,1,5,3,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,9750.0,Other Backward Class,train,2412885,0.9526043724691707,0.8812268199836187
Sivaganga,21,Rural,15,Female,1,5,4,Self-employed in non-agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,13864.0,Other Backward Class,validation,1539265,0.6077001470806764,0.5621658724150073
Sivaganga,21,Rural,15,Female,1,5,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,7675.0,Scheduled Caste,holdout,2106644,0.831700758898971,0.7693823754375241
Sivaganga,21,Rural,16,Female,1,6,4,Casual labour in non-agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,7688.0,Other Backward Class,holdout,296691,0.11713328396183437,0.1083566214087119
Sivaganga,21,Rural,22,Female,2,2,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11933.0,Other Backward Class,holdout,2052130,0.8101786910172508,0.7494729314049295
Sivaganga,21,Rural,22,Female,1,5,4,Regular wage/salary earning,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,11367.0,Scheduled Caste,train,1080187,0.4264566522168923,0.3945027446387396
Sivaganga,21,Rural,19,Female,1,5,4,Self-employed in agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,12429.0,Other Backward Class,train,2861794,1.1298331571981415,1.0451760552484681
Sivaganga,21,Rural,16,Female,1,5,4,Self-employed in agriculture,Literate,Middle,Not in labour force,Not in labour force,0.0,12429.0,Other Backward Class,train,2861794,1.1298331571981415,1.0451760552484681
Sivaganga,21,Rural,21,Female,2,2,2,Self-employed in non-agriculture,Literate,Higher Secondary,Not in labour force,Not in labour force,0.0,10517.0,Other Backward Class,holdout,2861794,1.1298331571981415,1.0451760552484681
Sivaganga,21,Rural,16,Female,2,6,4,Self-employed in agriculture,Literate,Secondary,Not in labour force,Not in labour force,0.0,11021.0,Other Backward Class,train,916669,0.36189992374561664,0.3347831777509345
Sivaganga,21,Rural,15,Female,1,5,4,Regular wage/salary earning,Literate,Middle,Not in labour force,Not in labour force,0.0,9446.0,Other Backward Class,holdout,3514231,1.3874145748623354,1.283457192869885
